env,experiment,mean,n,ci_half_width,baseline_experiment,prob_lt_prior0,highlight,display_unicode,display_tex
walker_stand,a1_prior0.001,0.1046190027438029,16,0.006737993153073246,a1_prior0,0.0129,false,0.105±0.007,$0.105\pm0.007$
walker_stand,a1_prior0.01,0.10542880174397218,16,0.01008495691059073,a1_prior0,0.0544,false,0.105±0.010,$0.105\pm0.010$
walker_stand,a1_prior0.1,0.0993994357585907,16,0.0070255977696138065,a1_prior0,0.1248,false,0.099±0.007,$0.099\pm0.007$
walker_walk,a1_prior0,0.3866094270312049,16,0.0167012051761213,a1_prior0,,false,0.387±0.017,$0.387\pm0.017$
walker_walk,a1_prior0.001,0.3788306723393575,16,0.020160006754767597,a1_prior0,0.7863,false,0.379±0.020,$0.379\pm0.020$
walker_walk,a1_prior0.01,0.36380355304577433,16,0.02082019585326561,a1_prior0,0.9249,true,0.364±0.021,$\mathbf{0.364\pm0.021}$
walker_walk,a1_prior0.1,0.39734924091470214,16,0.0251614297124693,a1_prior0,0.4629,false,0.397±0.025,$0.397\pm0.025$
Average,a1_prior0,0.35880078359616857,,0.003670280184068329,a1_prior0,,false,0.359±0.004,$0.359\pm0.004$
Average,a1_prior0.001,0.3630278724201107,,0.004331949590030571,a1_prior0,0.6226,false,0.363±0.004,$0.363\pm0.004$
Average,a1_prior0.01,0.35908896451698025,,0.004074238744739101,a1_prior0,0.7652,false,0.359±0.004,$0.359\pm0.004$
Average,a1_prior0.1,0.3618021489869139,,0.003800050112820537,a1_prior0,0.6269,false,0.362±0.004,$0.362\pm0.004$
