experiment	cartpole_swingup_sparse	fish_swim	cheetah_run	hopper_hop	hopper_stand	walker_run	walker_stand	walker_walk	average
a4_shuffle2	8.604462960222797	36.710847904179744	16.088277895581054	0.7199779538671481	7.857443569375112	5.434998190655132	35.79276320539998	22.815523469851794	16.753036893641596
a4_beta	4.135158515306963	31.867395079269965	12.850997067024277	0.6110866008095502	5.37900978572041	3.2496001905005	22.593509976255767	13.275466114979515	11.74527791623337
a1_beta	2.812281180220154	26.13355327094927	13.171645123102296	0.6951126897072437	4.7538676441971015	2.8916326184391963	23.54643771662837	15.545216612188266	11.193718356928988
